Year,CPUE,Species,Estuary,Estuary_Type,45_degree_winds,135_degree_winds,Drought_declared_1m,Drought_declared_6m,Drought_Months,Modal_Age,Spawning_Period
2005,256.6983646,Mullet,Hunter River,Barrier River,1092.86116,-952.8852077,Drought,No Drought,3,2,Apr-Jul
2006,240.191838,Mullet,Hunter River,Barrier River,-406.1670346,6218.007271,Drought,Drought,9,2,Apr-Jul
1997,435.5724992,Total,Hunter River,Barrier River,-4050.868529,10182.28819,Drought,No Drought,3,4,Fin_Year
1998,458.2824831,Total,Hunter River,Barrier River,-16652.12904,-11555.50644,No Drought,No Drought,0,4,Fin_Year
1999,257.9544012,Total,Hunter River,Barrier River,-10323.26156,-7116.254425,No Drought,No Drought,0,4,Fin_Year
2000,467.8136182,Total,Hunter River,Barrier River,-8426.633693,-19506.0086,No Drought,No Drought,0,4,Fin_Year
2001,348.9092698,Total,Hunter River,Barrier River,-14421.30425,-4761.176226,No Drought,No Drought,0,4,Fin_Year
2002,230.3344683,Total,Hunter River,Barrier River,-4448.015669,1914.005332,Drought,Drought,8,4,Fin_Year
2003,384.5668417,Total,Hunter River,Barrier River,-10620.55883,1714.130741,Drought,No Drought,3,4,Fin_Year
2004,382.9732295,Total,Hunter River,Barrier River,-2506.103137,17604.44912,Drought,No Drought,4,4,Fin_Year
2005,356.1205568,Total,Hunter River,Barrier River,-8532.110769,-5198.997678,Drought,No Drought,3,4,Fin_Year
2006,370.1383598,Total,Hunter River,Barrier River,-28564.43741,-26245.7055,Drought,Drought,9,4,Fin_Year
1997,64.0148922,Bream,Lake Illawarra,Barrier Lagoon,2032.832539,18081.20264,Drought,No Drought,6,7,Oct-Feb
1998,57.17810091,Bream,Lake Illawarra,Barrier Lagoon,24441.36663,11861.38622,No Drought,No Drought,0,7,Oct-Feb
1999,32.89926727,Bream,Lake Illawarra,Barrier Lagoon,-7195.444516,-15802.31827,No Drought,No Drought,0,7,Oct-Feb
2000,38.58695061,Bream,Lake Illawarra,Barrier Lagoon,-242.1274357,14522.79093,No Drought,No Drought,0,7,Oct-Feb
2001,54.84364781,Bream,Lake Illawarra,Barrier Lagoon,5863.341022,14285.18528,No Drought,No Drought,0,7,Oct-Feb
2002,54.65569257,Bream,Lake Illawarra,Barrier Lagoon,-8693.741385,15313.54984,Drought,Drought,9,7,Oct-Feb
2003,241.4426754,Bream,Lake Illawarra,Barrier Lagoon,18790.2419,23239.6535,Drought,No Drought,3,7,Oct-Feb
2004,422.6516915,Bream,Lake Illawarra,Barrier Lagoon,-1577.873115,7558.180563,Drought,Drought,7,7,Oct-Feb
2005,275.6992531,Bream,Lake Illawarra,Barrier Lagoon,-14593.20095,-12600.95486,Drought,No Drought,2,7,Oct-Feb
2006,251.2798535,Bream,Lake Illawarra,Barrier Lagoon,10801.21792,18597.45766,Drought,Drought,8,7,Oct-Feb
1997,48.1401016,Flathead,Lake Illawarra,Barrier Lagoon,14560.4633,14126.25089,Drought,No Drought,6,3,Dec-Mar
1998,42.10663309,Flathead,Lake Illawarra,Barrier Lagoon,-5700.82884,26702.07426,No Drought,No Drought,0,3,Dec-Mar
1999,43.78510595,Flathead,Lake Illawarra,Barrier Lagoon,17485.10371,21769.79127,No Drought,No Drought,0,3,Dec-Mar
2000,32.73741554,Flathead,Lake Illawarra,Barrier Lagoon,12494.22032,21903.14086,No Drought,No Drought,0,3,Dec-Mar
2001,75.92122607,Flathead,Lake Illawarra,Barrier Lagoon,-8205.105031,13227.0646,No Drought,No Drought,0,3,Dec-Mar
2002,46.93651557,Flathead,Lake Illawarra,Barrier Lagoon,16873.42314,25869.00278,Drought,Drought,9,3,Dec-Mar
2003,57.99188795,Flathead,Lake Illawarra,Barrier Lagoon,11858.09266,5287.858168,Drought,No Drought,3,3,Dec-Mar
2004,65.65175848,Flathead,Lake Illawarra,Barrier Lagoon,328.9384483,1434.024031,Drought,Drought,7,3,Dec-Mar
2005,61.95451086,Flathead,Lake Illawarra,Barrier Lagoon,19644.69363,-3327.103834,Drought,No Drought,2,3,Dec-Mar
2006,129.5693661,Flathead,Lake Illawarra,Barrier Lagoon,12265.52396,25750.97031,Drought,Drought,8,3,Dec-Mar
1997,37.28760949,Luderick,Lake Illawarra,Barrier Lagoon,3169.439349,7329.445174,Drought,No Drought,6,4,Dec-Feb
1998,59.01155845,Luderick,Lake Illawarra,Barrier Lagoon,13332.23717,18098.93152,No Drought,No Drought,0,4,Dec-Feb
1999,56.95094195,Luderick,Lake Illawarra,Barrier Lagoon,-3577.540986,20648.73134,No Drought,No Drought,0,4,Dec-Feb
2000,81.99589103,Luderick,Lake Illawarra,Barrier Lagoon,13969.41981,19405.26275,No Drought,No Drought,0,4,Dec-Feb
2001,99.58576576,Luderick,Lake Illawarra,Barrier Lagoon,1955.857164,10610.02289,No Drought,No Drought,0,4,Dec-Feb
2002,121.7031051,Luderick,Lake Illawarra,Barrier Lagoon,-4769.67821,7509.492459,Drought,Drought,9,4,Dec-Feb
2003,53.10867986,Luderick,Lake Illawarra,Barrier Lagoon,11460.72879,18278.61209,Drought,No Drought,3,4,Dec-Feb
2004,63.410088,Luderick,Lake Illawarra,Barrier Lagoon,10657.31729,6535.027199,Drought,Drought,7,4,Dec-Feb
2005,61.7064615,Luderick,Lake Illawarra,Barrier Lagoon,1534.633534,2824.10009,Drought,No Drought,2,4,Dec-Feb
2006,146.094639,Luderick,Lake Illawarra,Barrier Lagoon,15944.36322,-4241.857293,Drought,Drought,8,4,Dec-Feb
1997,0.80520551,Whiting,Lake Illawarra,Barrier Lagoon,-251.4403971,3400.968335,Drought,No Drought,6,5,Dec-Feb
1998,1.868105382,Whiting,Lake Illawarra,Barrier Lagoon,3169.439349,7329.445174,No Drought,No Drought,0,5,Dec-Feb
1999,3.343964566,Whiting,Lake Illawarra,Barrier Lagoon,13332.23717,18098.93152,No Drought,No Drought,0,5,Dec-Feb
2000,5.182290221,Whiting,Lake Illawarra,Barrier Lagoon,-3577.540986,20648.73134,No Drought,No Drought,0,5,Dec-Feb
2001,14.10947941,Whiting,Lake Illawarra,Barrier Lagoon,13969.41981,19405.26275,No Drought,No Drought,0,5,Dec-Feb
2002,12.66645877,Whiting,Lake Illawarra,Barrier Lagoon,1955.857164,10610.02289,Drought,Drought,9,5,Dec-Feb
2003,10.80610149,Whiting,Lake Illawarra,Barrier Lagoon,-4769.67821,7509.492459,Drought,No Drought,3,5,Dec-Feb
2004,6.132707223,Whiting,Lake Illawarra,Barrier Lagoon,11460.72879,18278.61209,Drought,Drought,7,5,Dec-Feb
2005,4.507370942,Whiting,Lake Illawarra,Barrier Lagoon,10657.31729,6535.027199,Drought,No Drought,2,5,Dec-Feb
2006,20.53274815,Whiting,Lake Illawarra,Barrier Lagoon,1534.633534,2824.10009,Drought,Drought,8,5,Dec-Feb
1997,244.9317357,Mullet,Lake Illawarra,Barrier Lagoon,-13131.29561,-9417.208176,Drought,No Drought,6,2,Apr-Jul
1998,363.2193719,Mullet,Lake Illawarra,Barrier Lagoon,-13433.28912,-30684.68805,No Drought,No Drought,0,2,Apr-Jul
1999,205.2669712,Mullet,Lake Illawarra,Barrier Lagoon,-11441.44319,-3117.746982,No Drought,No Drought,0,2,Apr-Jul
2000,309.3748301,Mullet,Lake Illawarra,Barrier Lagoon,-11230.2161,-8494.125642,No Drought,No Drought,0,2,Apr-Jul
2001,462.118478,Mullet,Lake Illawarra,Barrier Lagoon,-9775.934049,1153.593011,No Drought,No Drought,0,2,Apr-Jul
2002,1095.010445,Mullet,Lake Illawarra,Barrier Lagoon,-7059.135452,13867.02218,Drought,Drought,9,2,Apr-Jul
2003,404.4710522,Mullet,Lake Illawarra,Barrier Lagoon,-15772.51653,-15274.16623,Drought,No Drought,3,2,Apr-Jul
2004,244.2993933,Mullet,Lake Illawarra,Barrier Lagoon,-34415.71776,-34097.81517,Drought,Drought,7,2,Apr-Jul
2005,217.7539905,Mullet,Lake Illawarra,Barrier Lagoon,-5350.267478,-8174.962812,Drought,No Drought,2,2,Apr-Jul
2006,383.7246159,Mullet,Lake Illawarra,Barrier Lagoon,-4089.373101,2311.808114,Drought,Drought,8,2,Apr-Jul
1997,395.1795445,Total,Lake Illawarra,Barrier Lagoon,-7915.829274,7594.192469,Drought,No Drought,6,4,Fin_Year
1998,523.3837698,Total,Lake Illawarra,Barrier Lagoon,-21299.09324,-19501.54833,No Drought,No Drought,0,4,Fin_Year
1999,342.2462509,Total,Lake Illawarra,Barrier Lagoon,-13131.29561,-9417.208176,No Drought,No Drought,0,4,Fin_Year
2000,467.8773775,Total,Lake Illawarra,Barrier Lagoon,-13433.28912,-30684.68805,No Drought,No Drought,0,4,Fin_Year
2001,706.5785971,Total,Lake Illawarra,Barrier Lagoon,-11441.44319,-3117.746982,No Drought,No Drought,0,4,Fin_Year
2002,1330.972217,Total,Lake Illawarra,Barrier Lagoon,-11230.2161,-8494.125642,Drought,Drought,9,4,Fin_Year
2003,767.8203969,Total,Lake Illawarra,Barrier Lagoon,-9775.934049,1153.593011,Drought,No Drought,3,4,Fin_Year
2004,802.1456386,Total,Lake Illawarra,Barrier Lagoon,-7059.135452,13867.02218,Drought,Drought,7,4,Fin_Year
2005,621.6215869,Total,Lake Illawarra,Barrier Lagoon,-15772.51653,-15274.16623,Drought,No Drought,2,4,Fin_Year
2006,931.2012226,Total,Lake Illawarra,Barrier Lagoon,-34415.71776,-34097.81517,Drought,Drought,8,4,Fin_Year
1997,71.37934635,Bream,Port Stephens,Drowned River Valley,12211.09726,34765.98115,Drought,No Drought,4,7,Oct-Feb
1998,59.36651993,Bream,Port Stephens,Drowned River Valley,25230.24324,15384.22048,No Drought,No Drought,0,7,Oct-Feb
1999,96.13011844,Bream,Port Stephens,Drowned River Valley,2590.291116,-3026.030106,No Drought,No Drought,0,7,Oct-Feb
2000,82.44554154,Bream,Port Stephens,Drowned River Valley,3497.590722,18358.73204,No Drought,No Drought,0,7,Oct-Feb
2001,87.13727422,Bream,Port Stephens,Drowned River Valley,14117.14401,25633.40061,No Drought,No Drought,0,7,Oct-Feb
2002,125.3549358,Bream,Port Stephens,Drowned River Valley,-3166.259383,25500.97865,Drought,Drought,8,7,Oct-Feb
2003,116.8016352,Bream,Port Stephens,Drowned River Valley,25153.94843,30915.35415,Drought,No Drought,3,7,Oct-Feb
2004,81.7032143,Bream,Port Stephens,Drowned River Valley,7386.911423,14884.11783,Drought,No Drought,4,7,Oct-Feb
2005,142.3733606,Bream,Port Stephens,Drowned River Valley,-1317.469139,8453.573701,Drought,No Drought,6,7,Oct-Feb
2006,208.2427207,Bream,Port Stephens,Drowned River Valley,18876.32079,28838.34368,Drought,Drought,9,7,Oct-Feb
1997,36.01819623,Flathead,Port Stephens,Drowned River Valley,18981.3798,23382.7595,Drought,No Drought,4,3,Dec-Mar
1998,41.46749227,Flathead,Port Stephens,Drowned River Valley,3110.457043,35667.62258,No Drought,No Drought,0,3,Dec-Mar
1999,55.33786139,Flathead,Port Stephens,Drowned River Valley,22737.66256,28051.78441,No Drought,No Drought,0,3,Dec-Mar
2000,50.91521312,Flathead,Port Stephens,Drowned River Valley,20802.24419,29620.07998,No Drought,No Drought,0,3,Dec-Mar
2001,30.35693142,Flathead,Port Stephens,Drowned River Valley,3385.959005,31361.29878,No Drought,No Drought,0,3,Dec-Mar
2002,39.65721739,Flathead,Port Stephens,Drowned River Valley,21827.38495,29174.95329,Drought,Drought,8,3,Dec-Mar
2003,53.28953853,Flathead,Port Stephens,Drowned River Valley,13698.55015,10015.00842,Drought,No Drought,3,3,Dec-Mar
2004,47.87033684,Flathead,Port Stephens,Drowned River Valley,9227.283211,14755.57635,Drought,No Drought,4,3,Dec-Mar
2005,49.76737263,Flathead,Port Stephens,Drowned River Valley,22584.84372,2418.789378,Drought,No Drought,6,3,Dec-Mar
2006,38.23320013,Flathead,Port Stephens,Drowned River Valley,16425.26338,32586.62811,Drought,Drought,9,3,Dec-Mar
1997,130.3276744,Luderick,Port Stephens,Drowned River Valley,5240.526913,10614.77637,Drought,No Drought,4,4,Dec-Feb
1998,154.0631541,Luderick,Port Stephens,Drowned River Valley,18836.80894,25816.63435,No Drought,No Drought,0,4,Dec-Feb
1999,153.7787381,Luderick,Port Stephens,Drowned River Valley,1660.508084,26997.16434,No Drought,No Drought,0,4,Dec-Feb
2000,171.7779122,Luderick,Port Stephens,Drowned River Valley,17782.45074,23199.96538,No Drought,No Drought,0,4,Dec-Feb
2001,239.1936078,Luderick,Port Stephens,Drowned River Valley,9353.580005,17343.34816,No Drought,No Drought,0,4,Dec-Feb
2002,182.1742319,Luderick,Port Stephens,Drowned River Valley,5177.192887,21789.45726,Drought,Drought,8,4,Dec-Feb
2003,162.0437437,Luderick,Port Stephens,Drowned River Valley,16312.35811,23293.66795,Drought,No Drought,3,4,Dec-Feb
2004,130.5637984,Luderick,Port Stephens,Drowned River Valley,10107.47101,8754.267703,Drought,No Drought,4,4,Dec-Feb
2005,171.8912502,Luderick,Port Stephens,Drowned River Valley,8157.989572,12650.31045,Drought,No Drought,6,4,Dec-Feb
2006,194.0135314,Luderick,Port Stephens,Drowned River Valley,17930.68278,-932.8520466,Drought,Drought,9,4,Dec-Feb
1997,7.814995349,Whiting,Port Stephens,Drowned River Valley,7587.686785,12142.75983,Drought,No Drought,4,5,Dec-Feb
1998,7.650112385,Whiting,Port Stephens,Drowned River Valley,5240.526913,10614.77637,No Drought,No Drought,0,5,Dec-Feb
1999,6.222075668,Whiting,Port Stephens,Drowned River Valley,18836.80894,25816.63435,No Drought,No Drought,0,5,Dec-Feb
2000,4.459940031,Whiting,Port Stephens,Drowned River Valley,1660.508084,26997.16434,No Drought,No Drought,0,5,Dec-Feb
2001,4.441916717,Whiting,Port Stephens,Drowned River Valley,17782.45074,23199.96538,No Drought,No Drought,0,5,Dec-Feb
2002,7.427600589,Whiting,Port Stephens,Drowned River Valley,9353.580005,17343.34816,Drought,Drought,8,5,Dec-Feb
2003,6.965112373,Whiting,Port Stephens,Drowned River Valley,5177.192887,21789.45726,Drought,No Drought,3,5,Dec-Feb
2004,9.269628963,Whiting,Port Stephens,Drowned River Valley,16312.35811,23293.66795,Drought,No Drought,4,5,Dec-Feb
2005,12.52503749,Whiting,Port Stephens,Drowned River Valley,10107.47101,8754.267703,Drought,No Drought,6,5,Dec-Feb
2006,13.34374118,Whiting,Port Stephens,Drowned River Valley,8157.989572,12650.31045,Drought,Drought,9,5,Dec-Feb
1997,309.4513861,Mullet,Port Stephens,Drowned River Valley,-10323.26156,-7116.254425,Drought,No Drought,4,2,Apr-Jul
1998,325.6224149,Mullet,Port Stephens,Drowned River Valley,-8426.633693,-19506.0086,No Drought,No Drought,0,2,Apr-Jul
1999,304.1092593,Mullet,Port Stephens,Drowned River Valley,-14421.30425,-4761.176226,No Drought,No Drought,0,2,Apr-Jul
2000,540.2271465,Mullet,Port Stephens,Drowned River Valley,-4448.015669,1914.005332,No Drought,No Drought,0,2,Apr-Jul
2001,576.6094688,Mullet,Port Stephens,Drowned River Valley,-10620.55883,1714.130741,No Drought,No Drought,0,2,Apr-Jul
2002,479.3546084,Mullet,Port Stephens,Drowned River Valley,-2506.103137,17604.44912,Drought,Drought,8,2,Apr-Jul
2003,440.6021748,Mullet,Port Stephens,Drowned River Valley,-8532.110769,-5198.997678,Drought,No Drought,3,2,Apr-Jul
2004,512.740111,Mullet,Port Stephens,Drowned River Valley,-28564.43741,-26245.7055,Drought,No Drought,4,2,Apr-Jul
2005,374.7289223,Mullet,Port Stephens,Drowned River Valley,1092.86116,-952.8852077,Drought,No Drought,6,2,Apr-Jul
2006,368.4651618,Mullet,Port Stephens,Drowned River Valley,-406.1670346,6218.007271,Drought,Drought,9,2,Apr-Jul
1997,554.9915984,Total,Port Stephens,Drowned River Valley,-4050.868529,10182.28819,Drought,No Drought,4,4,Fin_Year
1998,588.1696936,Total,Port Stephens,Drowned River Valley,-16652.12904,-11555.50644,No Drought,No Drought,0,4,Fin_Year
1999,615.5780529,Total,Port Stephens,Drowned River Valley,-10323.26156,-7116.254425,No Drought,No Drought,0,4,Fin_Year
2000,849.8257534,Total,Port Stephens,Drowned River Valley,-8426.633693,-19506.0086,No Drought,No Drought,0,4,Fin_Year
2001,937.739199,Total,Port Stephens,Drowned River Valley,-14421.30425,-4761.176226,No Drought,No Drought,0,4,Fin_Year
2002,833.9685941,Total,Port Stephens,Drowned River Valley,-4448.015669,1914.005332,Drought,Drought,8,4,Fin_Year
2003,779.7022046,Total,Port Stephens,Drowned River Valley,-10620.55883,1714.130741,Drought,No Drought,3,4,Fin_Year
2004,782.1470894,Total,Port Stephens,Drowned River Valley,-2506.103137,17604.44912,Drought,No Drought,4,4,Fin_Year
2005,751.2859431,Total,Port Stephens,Drowned River Valley,-8532.110769,-5198.997678,Drought,No Drought,6,4,Fin_Year
2006,822.2983552,Total,Port Stephens,Drowned River Valley,-28564.43741,-26245.7055,Drought,Drought,9,4,Fin_Year
1997,22.13740303,Bream,Tuggerah,Barrier Lagoon,11737.61858,34752.235,Drought,No Drought,3,7,Oct-Feb
1998,31.02259429,Bream,Tuggerah,Barrier Lagoon,27257.80114,15475.09779,No Drought,No Drought,0,7,Oct-Feb
1999,21.68451717,Bream,Tuggerah,Barrier Lagoon,1515.036271,-2286.792322,No Drought,No Drought,0,7,Oct-Feb
2000,28.22013683,Bream,Tuggerah,Barrier Lagoon,2384.152109,18276.25511,No Drought,No Drought,0,7,Oct-Feb
2001,22.14733084,Bream,Tuggerah,Barrier Lagoon,13329.03102,25488.30226,No Drought,No Drought,0,7,Oct-Feb
2002,73.86736652,Bream,Tuggerah,Barrier Lagoon,-3328.158603,25077.90257,Drought,Drought,8,7,Oct-Feb
2003,147.790459,Bream,Tuggerah,Barrier Lagoon,25974.89941,29660.6356,Drought,No Drought,3,7,Oct-Feb
2004,61.01855534,Bream,Tuggerah,Barrier Lagoon,5615.948392,15340.03205,Drought,No Drought,4,7,Oct-Feb
2005,61.63338074,Bream,Tuggerah,Barrier Lagoon,-2588.988516,9816.734312,Drought,No Drought,5,7,Oct-Feb
2006,134.2542913,Bream,Tuggerah,Barrier Lagoon,18713.65795,27831.05598,Drought,Drought,9,7,Oct-Feb
1997,84.01403206,Flathead,Tuggerah,Barrier Lagoon,19528.1713,23469.81847,Drought,No Drought,3,3,Dec-Mar
1998,94.59213651,Flathead,Tuggerah,Barrier Lagoon,1785.480346,34264.75104,No Drought,No Drought,0,3,Dec-Mar
1999,130.1395575,Flathead,Tuggerah,Barrier Lagoon,23250.85252,26993.33049,No Drought,No Drought,0,3,Dec-Mar
2000,90.36044523,Flathead,Tuggerah,Barrier Lagoon,18873.20036,30805.30409,No Drought,No Drought,0,3,Dec-Mar
2001,67.01079236,Flathead,Tuggerah,Barrier Lagoon,2384.780651,31759.17374,No Drought,No Drought,0,3,Dec-Mar
2002,77.01349214,Flathead,Tuggerah,Barrier Lagoon,22456.65346,28017.22149,Drought,Drought,8,3,Dec-Mar
2003,58.45880342,Flathead,Tuggerah,Barrier Lagoon,14201.0485,9613.315122,Drought,No Drought,3,3,Dec-Mar
2004,63.34599834,Flathead,Tuggerah,Barrier Lagoon,9354.0534,14416.50452,Drought,No Drought,4,3,Dec-Mar
2005,65.53941239,Flathead,Tuggerah,Barrier Lagoon,23557.00229,2567.706014,Drought,No Drought,5,3,Dec-Mar
2006,76.09107294,Flathead,Tuggerah,Barrier Lagoon,15728.02789,32376.61733,Drought,Drought,9,3,Dec-Mar
1997,40.77729601,Luderick,Tuggerah,Barrier Lagoon,4369.173392,11246.3359,Drought,No Drought,3,4,Dec-Feb
1998,68.67990747,Luderick,Tuggerah,Barrier Lagoon,18380.13107,25812.05228,No Drought,No Drought,0,4,Dec-Feb
1999,133.9242792,Luderick,Tuggerah,Barrier Lagoon,829.6293067,26140.32064,No Drought,No Drought,0,4,Dec-Feb
2000,124.7305645,Luderick,Tuggerah,Barrier Lagoon,18377.35384,22085.76312,No Drought,No Drought,0,4,Dec-Feb
2001,115.0015909,Luderick,Tuggerah,Barrier Lagoon,7513.122528,17989.4175,No Drought,No Drought,0,4,Dec-Feb
2002,147.9981071,Luderick,Tuggerah,Barrier Lagoon,4111.102145,22493.56602,Drought,Drought,8,4,Dec-Feb
2003,118.5520093,Luderick,Tuggerah,Barrier Lagoon,16242.8637,22655.99912,Drought,No Drought,3,4,Dec-Feb
2004,113.1565108,Luderick,Tuggerah,Barrier Lagoon,10590.8775,8701.573999,Drought,No Drought,4,4,Dec-Feb
2005,102.8166734,Luderick,Tuggerah,Barrier Lagoon,8466.514411,12010.35054,Drought,No Drought,5,4,Dec-Feb
2006,117.258215,Luderick,Tuggerah,Barrier Lagoon,18856.25723,-1381.893164,Drought,Drought,9,4,Dec-Feb
1997,4.485666315,Whiting,Tuggerah,Barrier Lagoon,6350.532829,12133.59574,Drought,No Drought,3,5,Dec-Feb
1998,3.709142851,Whiting,Tuggerah,Barrier Lagoon,4369.173392,11246.3359,No Drought,No Drought,0,5,Dec-Feb
1999,7.982537735,Whiting,Tuggerah,Barrier Lagoon,18380.13107,25812.05228,No Drought,No Drought,0,5,Dec-Feb
2000,2.880926977,Whiting,Tuggerah,Barrier Lagoon,829.6293067,26140.32064,No Drought,No Drought,0,5,Dec-Feb
2001,6.876564439,Whiting,Tuggerah,Barrier Lagoon,18377.35384,22085.76312,No Drought,No Drought,0,5,Dec-Feb
2002,10.73532281,Whiting,Tuggerah,Barrier Lagoon,7513.122528,17989.4175,Drought,Drought,8,5,Dec-Feb
2003,15.38162259,Whiting,Tuggerah,Barrier Lagoon,4111.102145,22493.56602,Drought,No Drought,3,5,Dec-Feb
2004,15.89522787,Whiting,Tuggerah,Barrier Lagoon,16242.8637,22655.99912,Drought,No Drought,4,5,Dec-Feb
2005,3.575550487,Whiting,Tuggerah,Barrier Lagoon,10590.8775,8701.573999,Drought,No Drought,5,5,Dec-Feb
2006,4.851773998,Whiting,Tuggerah,Barrier Lagoon,8466.514411,12010.35054,Drought,Drought,9,5,Dec-Feb
1997,246.7654619,Mullet,Tuggerah,Barrier Lagoon,-10011.68195,-8463.377745,Drought,No Drought,3,2,Apr-Jul
1998,322.770441,Mullet,Tuggerah,Barrier Lagoon,-7748.49007,-19475.46157,No Drought,No Drought,0,2,Apr-Jul
1999,242.0361152,Mullet,Tuggerah,Barrier Lagoon,-13458.3097,-4891.764734,No Drought,No Drought,0,2,Apr-Jul
2000,231.9364854,Mullet,Tuggerah,Barrier Lagoon,-4215.858298,1191.568547,No Drought,No Drought,0,2,Apr-Jul
2001,401.678924,Mullet,Tuggerah,Barrier Lagoon,-9843.901066,833.6131091,No Drought,No Drought,0,2,Apr-Jul
2002,424.7950615,Mullet,Tuggerah,Barrier Lagoon,-2816.15523,17039.32947,Drought,Drought,8,2,Apr-Jul
2003,300.0136261,Mullet,Tuggerah,Barrier Lagoon,-8511.491561,-4634.641721,Drought,No Drought,3,2,Apr-Jul
2004,427.3630638,Mullet,Tuggerah,Barrier Lagoon,-28047.42931,-27124.69575,Drought,No Drought,4,2,Apr-Jul
2005,448.4964407,Mullet,Tuggerah,Barrier Lagoon,1049.331668,-1870.059319,Drought,No Drought,5,2,Apr-Jul
2006,283.5799802,Mullet,Tuggerah,Barrier Lagoon,-351.1823358,6156.91329,Drought,Drought,9,2,Apr-Jul
1997,398.1798593,Total,Tuggerah,Barrier Lagoon,-5142.924248,9962.349718,Drought,No Drought,3,4,Fin_Year
1998,520.7742222,Total,Tuggerah,Barrier Lagoon,-16644.49223,-11188.94228,No Drought,No Drought,0,4,Fin_Year
1999,535.7670068,Total,Tuggerah,Barrier Lagoon,-10011.68195,-8463.377745,No Drought,No Drought,0,4,Fin_Year
2000,478.1285589,Total,Tuggerah,Barrier Lagoon,-7748.49007,-19475.46157,No Drought,No Drought,0,4,Fin_Year
2001,612.7152025,Total,Tuggerah,Barrier Lagoon,-13458.3097,-4891.764734,No Drought,No Drought,0,4,Fin_Year
2002,734.4093501,Total,Tuggerah,Barrier Lagoon,-4215.858298,1191.568547,Drought,Drought,8,4,Fin_Year
2003,640.1965204,Total,Tuggerah,Barrier Lagoon,-9843.901066,833.6131091,Drought,No Drought,3,4,Fin_Year
2004,680.7793561,Total,Tuggerah,Barrier Lagoon,-2816.15523,17039.32947,Drought,No Drought,4,4,Fin_Year
2005,682.0614577,Total,Tuggerah,Barrier Lagoon,-8511.491561,-4634.641721,Drought,No Drought,5,4,Fin_Year
2006,616.0353334,Total,Tuggerah,Barrier Lagoon,-28047.42931,-27124.69575,Drought,Drought,9,4,Fin_Year
1997,16.79456391,Bream,Wallis Lake,Barrier Lagoon,16853.47966,41653.56896,Drought,No Drought,3,7,Oct-Feb
1998,17.26236099,Bream,Wallis Lake,Barrier Lagoon,25413.52525,16358.67014,No Drought,No Drought,0,7,Oct-Feb
1999,16.26508677,Bream,Wallis Lake,Barrier Lagoon,7129.577219,4318.999152,No Drought,No Drought,0,7,Oct-Feb
2000,21.9107373,Bream,Wallis Lake,Barrier Lagoon,5362.485799,20750.56317,No Drought,No Drought,0,7,Oct-Feb
2001,26.75942361,Bream,Wallis Lake,Barrier Lagoon,17408.5846,30314.73034,No Drought,No Drought,0,7,Oct-Feb
2002,32.35215677,Bream,Wallis Lake,Barrier Lagoon,-106.2123132,30012.00888,Drought,Drought,8,7,Oct-Feb
2003,19.28856032,Bream,Wallis Lake,Barrier Lagoon,27094.44733,33129.2489,Drought,No Drought,3,7,Oct-Feb
2004,36.24154532,Bream,Wallis Lake,Barrier Lagoon,10799.01288,19096.55091,Drought,No Drought,4,7,Oct-Feb
2005,29.39987972,Bream,Wallis Lake,Barrier Lagoon,4706.401841,20484.51494,Drought,No Drought,6,7,Oct-Feb
2006,54.16673972,Bream,Wallis Lake,Barrier Lagoon,21485.79935,32263.42747,Drought,Drought,8,7,Oct-Feb
1997,55.790024,Flathead,Wallis Lake,Barrier Lagoon,21208.25699,26872.75572,Drought,No Drought,3,3,Dec-Mar
1998,82.82088563,Flathead,Wallis Lake,Barrier Lagoon,6475.974218,37884.57205,No Drought,No Drought,0,3,Dec-Mar
1999,97.3812672,Flathead,Wallis Lake,Barrier Lagoon,23776.26097,28775.74864,No Drought,No Drought,0,3,Dec-Mar
2000,84.09398327,Flathead,Wallis Lake,Barrier Lagoon,22906.16976,32816.06123,No Drought,No Drought,0,3,Dec-Mar
2001,69.5835074,Flathead,Wallis Lake,Barrier Lagoon,8744.668738,40764.43317,No Drought,No Drought,0,3,Dec-Mar
2002,72.94709921,Flathead,Wallis Lake,Barrier Lagoon,23816.75916,29710.28966,Drought,Drought,8,3,Dec-Mar
2003,73.54438771,Flathead,Wallis Lake,Barrier Lagoon,16081.98085,12512.99037,Drought,No Drought,3,3,Dec-Mar
2004,72.88307764,Flathead,Wallis Lake,Barrier Lagoon,13417.56976,21681.34788,Drought,No Drought,4,3,Dec-Mar
2005,102.5108048,Flathead,Wallis Lake,Barrier Lagoon,24688.76912,6308.187774,Drought,No Drought,6,3,Dec-Mar
2006,96.47602387,Flathead,Wallis Lake,Barrier Lagoon,17864.02768,35768.09947,Drought,Drought,8,3,Dec-Mar
1997,42.31106269,Luderick,Wallis Lake,Barrier Lagoon,6499.063815,13315.13233,Drought,No Drought,3,4,Dec-Feb
1998,58.79608473,Luderick,Wallis Lake,Barrier Lagoon,20806.32758,28418.47619,No Drought,No Drought,0,4,Dec-Feb
1999,57.67450672,Luderick,Wallis Lake,Barrier Lagoon,3869.820809,29119.41808,No Drought,No Drought,0,4,Dec-Feb
2000,57.68088621,Luderick,Wallis Lake,Barrier Lagoon,18527.0341,23501.61716,No Drought,No Drought,0,4,Dec-Feb
