Southeast.Winds,Northeast.Winds,Abundance,Error,Species
0.55,0.3,-0.447472838,0.217361774,Bream
0.6,0.3,-0.440455431,0.235541397,Bream
0.65,0.3,-0.433082701,0.253103678,Bream
0.7,0.3,-0.425354648,0.256795665,Bream
0.75,0.3,-0.417271273,0.273921089,Bream
0.8,0.3,-0.408832575,0.269960395,Bream
0.85,0.3,-0.400038554,0.310653918,Bream
0.9,0.3,-0.390889211,0.311647583,Bream
0.95,0.3,-0.381384546,0.349162402,Bream
1,0.3,-0.371524557,0.383139623,Bream
1.05,0.3,-0.361309246,0.39167373,Bream
1.1,0.3,-0.350738613,0.413648624,Bream
1.15,0.3,-0.339812656,0.433678405,Bream
1.2,0.3,-0.328531378,0.412898307,Bream
1.25,0.3,-0.316894776,0.503947677,Bream
1.3,0.3,-0.304902852,0.50902099,Bream
1.35,0.3,-0.292555605,0.568921831,Bream
1.4,0.3,-0.279853036,0.640720331,Bream
1.45,0.3,-0.266795144,0.637613343,Bream
1.5,0.3,-0.253381929,0.617084512,Bream
1.55,0.3,-0.239613392,0.689338697,Bream
1.6,0.3,-0.225489532,0.750745975,Bream
1.65,0.3,-0.21101035,0.728341082,Bream
1.7,0.3,-0.196175845,0.81230514,Bream
1.75,0.3,-0.180986017,0.793528619,Bream
1.8,0.3,-0.165440866,0.842601574,Bream
1.85,0.3,-0.149540393,0.92271552,Bream
1.9,0.3,-0.133284598,0.923070343,Bream
1.95,0.3,-0.11667348,0.984414533,Bream
2,0.3,-0.099707039,0.958303316,Bream
-2,0.35,-0.309440324,0.563400751,Bream
-1.95,0.35,-0.320764238,0.513073981,Bream
-1.9,0.35,-0.331732831,0.527113781,Bream
-1.85,0.35,-0.3423461,0.493315479,Bream
-1.8,0.35,-0.352604047,0.448542149,Bream
-1.75,0.35,-0.362506671,0.461152301,Bream
-1.7,0.35,-0.372053973,0.417551428,Bream
-1.65,0.35,-0.381245952,0.381347942,Bream
-1.6,0.35,-0.390082608,0.375817041,Bream
-1.55,0.35,-0.398563942,0.382124414,Bream
-1.5,0.35,-0.406689953,0.34831019,Bream
-1.45,0.35,-0.414460642,0.320740796,Bream
-1.4,0.35,-0.421876008,0.295238045,Bream
-1.35,0.35,-0.428936051,0.281592187,Bream
-1.3,0.35,-0.435640772,0.262851422,Bream
-1.25,0.35,-0.44199017,0.267051706,Bream
-1.2,0.35,-0.447984245,0.25696924,Bream
-1.15,0.35,-0.453622998,0.237742396,Bream
-1.1,0.35,-0.458906428,0.243135594,Bream
-1.05,0.35,-0.463834536,0.23070102,Bream
-1,0.35,-0.468407321,0.233379313,Bream
-0.95,0.35,-0.472624783,0.224081579,Bream
-0.9,0.35,-0.476486922,0.21880324,Bream
-0.85,0.35,-0.479993739,0.206968732,Bream
-0.8,0.35,-0.483145234,0.200065191,Bream
-0.75,0.35,-0.485941406,0.198141066,Bream
-0.7,0.35,-0.488382255,0.205031527,Bream
-0.65,0.35,-0.490467781,0.199491603,Bream
-0.6,0.35,-0.492197985,0.185383185,Bream
-0.55,0.35,-0.493572867,0.188918722,Bream
-0.5,0.35,-0.494592425,0.199843479,Bream
-0.45,0.35,-0.495256661,0.20259529,Bream
-0.4,0.35,-0.495565575,0.206752545,Bream
-0.35,0.35,-0.495519165,0.188647517,Bream
-0.3,0.35,-0.495117434,0.176179602,Bream
-0.25,0.35,-0.494360379,0.181209945,Bream
-0.2,0.35,-0.493248002,0.183166461,Bream
-0.15,0.35,-0.491780302,0.180292438,Bream
-0.1,0.35,-0.48995728,0.182455636,Bream
-0.05,0.35,-0.487778935,0.191352275,Bream
0,0.35,-0.485245267,0.180261605,Bream
0.05,0.35,-0.482356277,0.186532046,Bream
0.1,0.35,-0.479111964,0.169807263,Bream
0.15,0.35,-0.475512329,0.180375575,Bream
0.2,0.35,-0.471557371,0.187008889,Bream
0.25,0.35,-0.46724709,0.191137116,Bream
0.3,0.35,-0.462581487,0.191644285,Bream
0.35,0.35,-0.457560561,0.19723561,Bream
0.4,0.35,-0.452184312,0.205681455,Bream
0.45,0.35,-0.446452741,0.209495581,Bream
0.5,0.35,-0.440365847,0.224211915,Bream
0.55,0.35,-0.43392363,0.223592134,Bream
0.6,0.35,-0.427126091,0.223807287,Bream
0.65,0.35,-0.41997323,0.265889173,Bream
0.7,0.35,-0.412465045,0.259118961,Bream
0.75,0.35,-0.404601538,0.279897684,Bream
0.8,0.35,-0.396382709,0.276683164,Bream
0.85,0.35,-0.387808556,0.331069295,Bream
0.9,0.35,-0.378879081,0.356169821,Bream
0.95,0.35,-0.369594284,0.361986635,Bream
1,0.35,-0.359954164,0.400094487,Bream
1.05,0.35,-0.349958721,0.396437177,Bream
1.1,0.35,-0.339607956,0.401770681,Bream
1.15,0.35,-0.328901868,0.458852583,Bream
1.2,0.35,-0.317840457,0.469680611,Bream
1.25,0.35,-0.306423724,0.519696553,Bream
1.3,0.35,-0.294651668,0.5324364,Bream
1.35,0.35,-0.28252429,0.597345125,Bream
1.4,0.35,-0.270041589,0.609600966,Bream
1.45,0.35,-0.257203565,0.677424892,Bream
1.5,0.35,-0.244010218,0.681445577,Bream
1.55,0.35,-0.230461549,0.737124989,Bream
1.6,0.35,-0.216557558,0.761991275,Bream
1.65,0.35,-0.202298244,0.783707523,Bream
1.7,0.35,-0.187683607,0.813549084,Bream
1.75,0.35,-0.172713647,0.911194552,Bream
1.8,0.35,-0.157388365,0.863094219,Bream
1.85,0.35,-0.14170776,0.935755761,Bream
1.9,0.35,-0.125671833,0.924840547,Bream
1.95,0.35,-0.109280583,0.983562572,Bream
2,0.35,-0.09253401,1.024782281,Bream
-2,0.4,-0.281878245,0.548915313,Bream
-1.95,0.4,-0.293422028,0.527725238,Bream
-1.9,0.4,-0.304610488,0.501373456,Bream
-1.85,0.4,-0.315443626,0.460735072,Bream
-1.8,0.4,-0.325921441,0.433650589,Bream
-1.75,0.4,-0.336043934,0.403914185,Bream
-1.7,0.4,-0.345811104,0.38195325,Bream
-1.65,0.4,-0.355222951,0.400946401,Bream
-1.6,0.4,-0.364279476,0.361125102,Bream
-1.55,0.4,-0.372980678,0.345179852,Bream
-1.5,0.4,-0.381326557,0.344799491,Bream
-1.45,0.4,-0.389317114,0.28669099,Bream
-1.4,0.4,-0.396952348,0.304257233,Bream
-1.35,0.4,-0.40423226,0.264957662,Bream
-1.3,0.4,-0.411156849,0.256434252,Bream
-1.25,0.4,-0.417726115,0.260620954,Bream
-1.2,0.4,-0.423940058,0.255281433,Bream
-1.15,0.4,-0.429798679,0.235497033,Bream
-1.1,0.4,-0.435301978,0.234706514,Bream
-1.05,0.4,-0.440449954,0.219332457,Bream
-1,0.4,-0.445242607,0.221060962,Bream
-0.95,0.4,-0.449679937,0.223592003,Bream
-0.9,0.4,-0.453761945,0.208414821,Bream
-0.85,0.4,-0.457488631,0.200418471,Bream
-0.8,0.4,-0.460859993,0.206636743,Bream
-0.75,0.4,-0.463876033,0.215813854,Bream
-0.7,0.4,-0.466536751,0.203177783,Bream
-0.65,0.4,-0.468842145,0.201961245,Bream
-0.6,0.4,-0.470792218,0.186307844,Bream
-0.55,0.4,-0.472386967,0.191682968,Bream
-0.5,0.4,-0.473626394,0.211923179,Bream
-0.45,0.4,-0.474510498,0.192704707,Bream
-0.4,0.4,-0.47503928,0.183008923,Bream
-0.35,0.4,-0.475212739,0.173876899,Bream
-0.3,0.4,-0.475030875,0.192671569,Bream
-0.25,0.4,-0.474493689,0.181499912,Bream
-0.2,0.4,-0.47360118,0.173625825,Bream
-0.15,0.4,-0.472353349,0.18727781,Bream
-0.1,0.4,-0.470750195,0.174412898,Bream
-0.05,0.4,-0.468791718,0.17921431,Bream
0,0.4,-0.466477919,0.167642737,Bream
0.05,0.4,-0.463808797,0.175524513,Bream
0.1,0.4,-0.460784352,0.174661074,Bream
0.15,0.4,-0.457404585,0.176167933,Bream
0.2,0.4,-0.453669495,0.191179615,Bream
0.25,0.4,-0.449579082,0.190285455,Bream
0.3,0.4,-0.445133347,0.199339267,Bream
0.35,0.4,-0.44033229,0.200037806,Bream
0.4,0.4,-0.435175909,0.202659811,Bream
0.45,0.4,-0.429664206,0.213342217,Bream
0.5,0.4,-0.423797181,0.223836136,Bream
0.55,0.4,-0.417574832,0.23657019,Bream
0.6,0.4,-0.410997162,0.241513017,Bream
0.65,0.4,-0.404064168,0.27353572,Bream
0.7,0.4,-0.396775852,0.265317048,Bream
0.75,0.4,-0.389132213,0.309042874,Bream
0.8,0.4,-0.381133252,0.300351909,Bream
0.85,0.4,-0.372778968,0.352292832,Bream
0.9,0.4,-0.364069361,0.339573186,Bream
0.95,0.4,-0.355004432,0.378305299,Bream
1,0.4,-0.34558418,0.38986627,Bream
1.05,0.4,-0.335808606,0.456488559,Bream
1.1,0.4,-0.325677709,0.491092918,Bream
1.15,0.4,-0.315191489,0.455295372,Bream
1.2,0.4,-0.304349946,0.546175379,Bream
1.25,0.4,-0.293153081,0.518326977,Bream
1.3,0.4,-0.281600894,0.570454032,Bream
1.35,0.4,-0.269693384,0.645512593,Bream
1.4,0.4,-0.257430551,0.615843945,Bream
1.45,0.4,-0.244812395,0.679114728,Bream
1.5,0.4,-0.231838917,0.727682869,Bream
1.55,0.4,-0.218510116,0.789686989,Bream
1.6,0.4,-0.204825993,0.751397704,Bream
1.65,0.4,-0.190786547,0.821436007,Bream
1.7,0.4,-0.176391778,0.855839597,Bream
1.75,0.4,-0.161641687,0.87523078,Bream
1.8,0.4,-0.146536273,0.914896254,Bream
1.85,0.4,-0.131075537,0.926359591,Bream
1.9,0.4,-0.115259478,1.035655681,Bream
1.95,0.4,-0.099088096,1.006875975,Bream
2,0.4,-0.082561392,1.080778737,Bream
-2,0.45,-0.251516576,0.540724154,Bream
-1.95,0.45,-0.263280227,0.530318945,Bream
-1.9,0.45,-0.274688556,0.476369634,Bream
-1.85,0.45,-0.285741562,0.466447083,Bream
-1.8,0.45,-0.296439245,0.367702095,Bream
-1.75,0.45,-0.306781606,0.420038242,Bream
-1.7,0.45,-0.316768644,0.386273266,Bream
-1.65,0.45,-0.32640036,0.353522163,Bream
-1.6,0.45,-0.335676753,0.343369403,Bream
-1.55,0.45,-0.344597823,0.320071291,Bream
-1.5,0.45,-0.353163571,0.325526793,Bream
-1.45,0.45,-0.361373996,0.287394106,Bream
-1.4,0.45,-0.369229098,0.267352221,Bream
-1.35,0.45,-0.376728878,0.268637754,Bream
-1.3,0.45,-0.383873335,0.252802709,Bream
-1.25,0.45,-0.390662469,0.25622193,Bream
-1.2,0.45,-0.397096281,0.238546583,Bream
-1.15,0.45,-0.403174771,0.225225218,Bream
-1.1,0.45,-0.408897937,0.217823697,Bream
-1.05,0.45,-0.414265781,0.206185807,Bream
-1,0.45,-0.419278303,0.208709301,Bream
-0.95,0.45,-0.423935502,0.205219333,Bream
-0.9,0.45,-0.428237378,0.19649327,Bream
-0.85,0.45,-0.432183931,0.208531605,Bream
-0.8,0.45,-0.435775162,0.186667837,Bream
-0.75,0.45,-0.43901107,0.200127435,Bream
-0.7,0.45,-0.441891656,0.196357466,Bream
-0.65,0.45,-0.444416919,0.194619165,Bream
-0.6,0.45,-0.446586859,0.194432589,Bream
-0.55,0.45,-0.448401477,0.183917865,Bream
-0.5,0.45,-0.449860772,0.187447023,Bream
-0.45,0.45,-0.450964745,0.180617282,Bream
-0.4,0.45,-0.451713395,0.178344641,Bream
-0.35,0.45,-0.452106722,0.169798972,Bream
-0.3,0.45,-0.452144727,0.162467306,Bream
-0.25,0.45,-0.451827409,0.186040209,Bream
-0.2,0.45,-0.451154768,0.189896318,Bream
-0.15,0.45,-0.450126805,0.173485228,Bream
-0.1,0.45,-0.448743519,0.172467659,Bream
-0.05,0.45,-0.447004911,0.187169391,Bream
0,0.45,-0.444910979,0.181108814,Bream
0.05,0.45,-0.442461726,0.185877776,Bream
0.1,0.45,-0.439657149,0.180605139,Bream
0.15,0.45,-0.43649725,0.17473807,Bream
0.2,0.45,-0.432982029,0.181490614,Bream
0.25,0.45,-0.429111485,0.188486076,Bream
0.3,0.45,-0.424885618,0.201924156,Bream
0.35,0.45,-0.420304428,0.205271793,Bream
0.4,0.45,-0.415367916,0.211267032,Bream
0.45,0.45,-0.410076081,0.229886038,Bream
0.5,0.45,-0.404428924,0.240978725,Bream
0.55,0.45,-0.398426444,0.253096772,Bream
0.6,0.45,-0.392068641,0.262051665,Bream
0.65,0.45,-0.385355516,0.298688153,Bream
0.7,0.45,-0.378287068,0.277814437,Bream
0.75,0.45,-0.370863298,0.308008942,Bream
0.8,0.45,-0.363084205,0.321517182,Bream
0.85,0.45,-0.354949789,0.341348176,Bream
0.9,0.45,-0.346460051,0.352400406,Bream
0.95,0.45,-0.33761499,0.407659155,Bream
1,0.45,-0.328414606,0.425096718,Bream
1.05,0.45,-0.3188589,0.472201275,Bream
1.1,0.45,-0.308947871,0.451623532,Bream
1.15,0.45,-0.298681519,0.491918283,Bream
1.2,0.45,-0.288059845,0.538094178,Bream
1.25,0.45,-0.277082849,0.621670705,Bream
1.3,0.45,-0.265750529,0.630080793,Bream
1.35,0.45,-0.254062887,0.648376104,Bream
1.4,0.45,-0.242019923,0.652126325,Bream
1.45,0.45,-0.229621635,0.705487789,Bream
1.5,0.45,-0.216868026,0.756899046,Bream
1.55,0.45,-0.203759093,0.77214762,Bream
1.6,0.45,-0.190294838,0.797845668,Bream
1.65,0.45,-0.17647526,0.859441647,Bream
1.7,0.45,-0.16230036,0.878398588,Bream
1.75,0.45,-0.147770137,0.931787103,Bream
1.8,0.45,-0.132884591,0.889202227,Bream
1.85,0.45,-0.117643723,1.092976243,Bream
1.9,0.45,-0.102047532,0.977001201,Bream
1.95,0.45,-0.086096019,1.08056454,Bream
2,0.45,-0.069789182,1.097035045,Bream
-2,0.5,-0.218355316,0.478260905,Bream
-1.95,0.5,-0.230338836,0.463013671,Bream
-1.9,0.5,-0.241967033,0.475252203,Bream
-1.85,0.5,-0.253239907,0.442764803,Bream
-1.8,0.5,-0.264157459,0.412626035,Bream
-1.75,0.5,-0.274719688,0.400870972,Bream
-1.7,0.5,-0.284926594,0.355103692,Bream
-1.65,0.5,-0.294778178,0.388085537,Bream
-1.6,0.5,-0.304274439,0.322139406,Bream
-1.55,0.5,-0.313415378,0.321219881,Bream
-1.5,0.5,-0.322200994,0.295987264,Bream
-1.45,0.5,-0.330631287,0.302689357,Bream
-1.4,0.5,-0.338706258,0.269924662,Bream
-1.35,0.5,-0.346425906,0.255638839,Bream
-1.3,0.5,-0.353790231,0.242724343,Bream
-1.25,0.5,-0.360799234,0.252598043,Bream
-1.2,0.5,-0.367452914,0.232825249,Bream
-1.15,0.5,-0.373751271,0.223845031,Bream
-1.1,0.5,-0.379694306,0.225757242,Bream
-1.05,0.5,-0.385282019,0.212445827,Bream
-1,0.5,-0.390514408,0.214598328,Bream
-0.95,0.5,-0.395391475,0.217678339,Bream
-0.9,0.5,-0.39991322,0.204351806,Bream
-0.85,0.5,-0.404079641,0.189578264,Bream
-0.8,0.5,-0.407890741,0.195164998,Bream
-0.75,0.5,-0.411346517,0.186856823,Bream
-0.7,0.5,-0.414446971,0.192039155,Bream
-0.65,0.5,-0.417192102,0.185432772,Bream
-0.6,0.5,-0.419581911,0.186161475,Bream
-0.55,0.5,-0.421616397,0.188296281,Bream
-0.5,0.5,-0.42329556,0.186865238,Bream
-0.45,0.5,-0.424619401,0.192232214,Bream
-0.4,0.5,-0.425587919,0.178862799,Bream
-0.35,0.5,-0.426201115,0.18369941,Bream
-0.3,0.5,-0.426458988,0.181400977,Bream
-0.25,0.5,-0.426361538,0.18132092,Bream
-0.2,0.5,-0.425908766,0.179755534,Bream
-0.15,0.5,-0.425100671,0.166833362,Bream
-0.1,0.5,-0.423937253,0.18230413,Bream
-0.05,0.5,-0.422418513,0.179012054,Bream
0,0.5,-0.42054445,0.189283487,Bream
0.05,0.5,-0.418315064,0.185515848,Bream
0.1,0.5,-0.415730356,0.173940828,Bream
0.15,0.5,-0.412790326,0.188421212,Bream
0.2,0.5,-0.409494972,0.184208646,Bream
0.25,0.5,-0.405844296,0.204178205,Bream
0.3,0.5,-0.401838298,0.20907877,Bream
0.35,0.5,-0.397476976,0.201571548,Bream
0.4,0.5,-0.392760333,0.227320887,Bream
0.45,0.5,-0.387688366,0.244626038,Bream
0.5,0.5,-0.382261077,0.237238955,Bream
0.55,0.5,-0.376478465,0.240501365,Bream
0.6,0.5,-0.370340531,0.278060897,Bream
0.65,0.5,-0.363847274,0.281085634,Bream
0.7,0.5,-0.356998694,0.32357967,Bream
0.75,0.5,-0.349794792,0.314615039,Bream
0.8,0.5,-0.342235567,0.33763955,Bream
0.85,0.5,-0.33432102,0.395047931,Bream
0.9,0.5,-0.32605115,0.367163424,Bream
0.95,0.5,-0.317425957,0.409961688,Bream
1,0.5,-0.308445441,0.457789286,Bream
1.05,0.5,-0.299109604,0.462137019,Bream
1.1,0.5,-0.289418443,0.46244553,Bream
1.15,0.5,-0.27937196,0.508152501,Bream
1.2,0.5,-0.268970154,0.566993615,Bream
1.25,0.5,-0.258213025,0.614174629,Bream
1.3,0.5,-0.247100574,0.568371186,Bream
1.35,0.5,-0.2356328,0.653691486,Bream
1.4,0.5,-0.223809704,0.699399212,Bream
1.45,0.5,-0.211631285,0.699956223,Bream
1.5,0.5,-0.199097543,0.739447404,Bream
1.55,0.5,-0.186208479,0.825988657,Bream
1.6,0.5,-0.172964092,0.814311485,Bream
1.65,0.5,-0.159364383,0.872806614,Bream
1.7,0.5,-0.145409351,0.938372595,Bream
1.75,0.5,-0.131098996,0.950492306,Bream
1.8,0.5,-0.116433319,0.939247846,Bream
1.85,0.5,-0.101412319,0.948074397,Bream
1.9,0.5,-0.086035996,1.016899201,Bream
1.95,0.5,-0.070304351,1.258905777,Bream
2,0.5,-0.054217383,1.279784566,Bream
-2,0.55,-0.182394467,0.479306674,Bream
-1.95,0.55,-0.194597854,0.437791601,Bream
-1.9,0.55,-0.20644592,0.449981495,Bream
-1.85,0.55,-0.217938662,0.413980652,Bream
-1.8,0.55,-0.229076082,0.418417402,Bream
-1.75,0.55,-0.239858179,0.368858643,Bream
-1.7,0.55,-0.250284954,0.365050486,Bream
-1.65,0.55,-0.260356406,0.340795154,Bream
-1.6,0.55,-0.270072535,0.306234212,Bream
-1.55,0.55,-0.279433342,0.317084526,Bream
-1.5,0.55,-0.288438826,0.284513305,Bream
-1.45,0.55,-0.297088988,0.25819771,Bream
-1.4,0.55,-0.305383827,0.268625959,Bream
-1.35,0.55,-0.313323343,0.253913056,Bream
-1.3,0.55,-0.320907537,0.249494909,Bream
-1.25,0.55,-0.328136408,0.225065793,Bream
-1.2,0.55,-0.335009956,0.225221269,Bream
-1.15,0.55,-0.341528182,0.235778225,Bream
-1.1,0.55,-0.347691085,0.199860919,Bream
-1.05,0.55,-0.353498665,0.206571515,Bream
-1,0.55,-0.358950923,0.200812375,Bream
-0.95,0.55,-0.364047859,0.186607301,Bream
-0.9,0.55,-0.368789471,0.187701793,Bream
-0.85,0.55,-0.373175761,0.20190967,Bream
-0.8,0.55,-0.377206729,0.187731353,Bream
-0.75,0.55,-0.380882373,0.184491989,Bream
-0.7,0.55,-0.384202696,0.18355509,Bream
-0.65,0.55,-0.387167695,0.190538576,Bream
-0.6,0.55,-0.389777372,0.186266061,Bream
-0.55,0.55,-0.392031726,0.17541208,Bream
-0.5,0.55,-0.393930758,0.17817343,Bream
-0.45,0.55,-0.395474467,0.185210793,Bream
-0.4,0.55,-0.396662853,0.176583252,Bream
-0.35,0.55,-0.397495917,0.18057135,Bream
-0.3,0.55,-0.397973658,0.166916983,Bream
-0.25,0.55,-0.398096077,0.183296823,Bream
-0.2,0.55,-0.397863173,0.174309358,Bream
-0.15,0.55,-0.397274946,0.179154517,Bream
-0.1,0.55,-0.396331397,0.174460276,Bream
-0.05,0.55,-0.395032525,0.16642415,Bream
0,0.55,-0.39337833,0.175592925,Bream
0.05,0.55,-0.391368813,0.169124591,Bream
0.1,0.55,-0.389003973,0.183430084,Bream
0.15,0.55,-0.38628381,0.177251593,Bream
0.2,0.55,-0.383208325,0.189451984,Bream
0.25,0.55,-0.379777518,0.212004195,Bream
0.3,0.55,-0.375991387,0.199763253,Bream
0.35,0.55,-0.371849934,0.217439584,Bream
0.4,0.55,-0.367353159,0.237124195,Bream
0.45,0.55,-0.36250106,0.25432856,Bream
0.5,0.55,-0.35729364,0.252980187,Bream
0.55,0.55,-0.351730896,0.255058186,Bream
0.6,0.55,-0.34581283,0.277931217,Bream
0.65,0.55,-0.339539441,0.298673625,Bream
0.7,0.55,-0.33291073,0.359439417,Bream
0.75,0.55,-0.325926696,0.346225825,Bream
0.8,0.55,-0.318587339,0.346056087,Bream
0.85,0.55,-0.31089266,0.377414319,Bream
0.9,0.55,-0.302842658,0.432591454,Bream
0.95,0.55,-0.294437334,0.413079639,Bream
1,0.55,-0.285676687,0.467937531,Bream
1.05,0.55,-0.276560717,0.487571143,Bream
1.1,0.55,-0.267089424,0.553929911,Bream
1.15,0.55,-0.257262809,0.525445135,Bream
1.2,0.55,-0.247080872,0.617837309,Bream
1.25,0.55,-0.236543612,0.622172613,Bream
1.3,0.55,-0.225651029,0.600631366,Bream
1.35,0.55,-0.214403123,0.676155972,Bream
1.4,0.55,-0.202799895,0.694601339,Bream
1.45,0.55,-0.190841344,0.722295952,Bream
1.5,0.55,-0.178527471,0.736609282,Bream
1.55,0.55,-0.165858275,0.847356579,Bream
1.6,0.55,-0.152833756,0.879827006,Bream
1.65,0.55,-0.139453915,0.914484969,Bream
1.7,0.55,-0.125718751,0.90633213,Bream
1.75,0.55,-0.111628265,0.991744502,Bream
1.8,0.55,-0.097182456,1.072669241,Bream
1.85,0.55,-0.082381324,1.076380719,Bream
1.9,0.55,-0.06722487,1.115150038,Bream
1.95,0.55,-0.051713093,1.089781953,Bream
2,0.55,-0.035845993,1.176964376,Bream
-2,0.6,-0.143634026,0.478251323,Bream
-1.95,0.6,-0.156057282,0.403276035,Bream
-1.9,0.6,-0.168125216,0.405988656,Bream
-1.85,0.6,-0.179837827,0.39922626,Bream
-1.8,0.6,-0.191195115,0.382881117,Bream
-1.75,0.6,-0.20219708,0.356299472,Bream
-1.7,0.6,-0.212843723,0.352687892,Bream
-1.65,0.6,-0.223135043,0.334202653,Bream
-1.6,0.6,-0.233071041,0.318512059,Bream
-1.55,0.6,-0.242651716,0.307383234,Bream
-1.5,0.6,-0.251877068,0.269382656,Bream
-1.45,0.6,-0.260747098,0.270026735,Bream
-1.4,0.6,-0.269261805,0.244273646,Bream
-1.35,0.6,-0.27742119,0.237991482,Bream
-1.3,0.6,-0.285225252,0.250281819,Bream
-1.25,0.6,-0.292673991,0.234774408,Bream
-1.2,0.6,-0.299767408,0.218681904,Bream
-1.15,0.6,-0.306505502,0.212998607,Bream
-1.1,0.6,-0.312888273,0.202848257,Bream
-1.05,0.6,-0.318915722,0.206473,Bream
-1,0.6,-0.324587848,0.20418211,Bream
-0.95,0.6,-0.329904652,0.182839483,Bream
-0.9,0.6,-0.334866133,0.188442055,Bream
-0.85,0.6,-0.339472291,0.189746035,Bream
-0.8,0.6,-0.343723126,0.196009456,Bream
-0.75,0.6,-0.347618639,0.178254605,Bream
-0.7,0.6,-0.35115883,0.193019779,Bream
-0.65,0.6,-0.354343698,0.194226976,Bream
-0.6,0.6,-0.357173243,0.177666455,Bream
-0.55,0.6,-0.359647465,0.183124022,Bream
-0.5,0.6,-0.361766365,0.173394975,Bream
-0.45,0.6,-0.363529942,0.186525369,Bream
-0.4,0.6,-0.364938197,0.179351462,Bream
-0.35,0.6,-0.365991129,0.170078165,Bream
-0.3,0.6,-0.366688739,0.177544342,Bream
-0.25,0.6,-0.367031025,0.163269767,Bream
-0.2,0.6,-0.367017989,0.182397664,Bream
-0.15,0.6,-0.366649631,0.173606149,Bream
-0.1,0.6,-0.36592595,0.182276747,Bream
-0.05,0.6,-0.364846946,0.177578606,Bream
0,0.6,-0.36341262,0.178959435,Bream
0.05,0.6,-0.361622971,0.171165353,Bream
0.1,0.6,-0.359477999,0.164259028,Bream
0.15,0.6,-0.356977705,0.189499665,Bream
0.2,0.6,-0.354122088,0.193378963,Bream
0.25,0.6,-0.350911149,0.209072756,Bream
0.3,0.6,-0.347344886,0.200819289,Bream
0.35,0.6,-0.343423302,0.22924961,Bream
0.4,0.6,-0.339146394,0.23304285,Bream
0.45,0.6,-0.334514164,0.237185627,Bream
0.5,0.6,-0.329526612,0.284752345,Bream
0.55,0.6,-0.324183737,0.273701875,Bream
0.6,0.6,-0.318485539,0.313641119,Bream
0.65,0.6,-0.312432018,0.30483627,Bream
0.7,0.6,-0.306023175,0.32995888,Bream
0.75,0.6,-0.299259009,0.34366331,Bream
0.8,0.6,-0.292139521,0.401939495,Bream
0.85,0.6,-0.28466471,0.414993594,Bream
0.9,0.6,-0.276834576,0.427454759,Bream
0.95,0.6,-0.26864912,0.473955375,Bream
1,0.6,-0.260108341,0.522747374,Bream
1.05,0.6,-0.25121224,0.533316789,Bream
1.1,0.6,-0.241960816,0.526831962,Bream
1.15,0.6,-0.232354069,0.526794793,Bream
1.2,0.6,-0.222392,0.638182546,Bream
1.25,0.6,-0.212074608,0.648311043,Bream
1.3,0.6,-0.201401893,0.699647443,Bream
1.35,0.6,-0.190373856,0.694137082,Bream
1.4,0.6,-0.178990496,0.720847367,Bream
1.45,0.6,-0.167251813,0.772590169,Bream
1.5,0.6,-0.155157808,0.795167248,Bream
1.55,0.6,-0.14270848,0.840037552,Bream
1.6,0.6,-0.12990383,0.923073513,Bream
1.65,0.6,-0.116743857,0.932122442,Bream
1.7,0.6,-0.103228562,0.972792143,Bream
1.75,0.6,-0.089357943,0.98000175,Bream
1.8,0.6,-0.075132002,1.061897592,Bream
1.85,0.6,-0.060550739,1.014279269,Bream
1.9,0.6,-0.045614153,1.143353227,Bream
1.95,0.6,-0.030322244,1.214592925,Bream
2,0.6,-0.014675013,1.306046693,Bream
-2,0.65,-0.102073996,0.459053955,Bream
-1.95,0.65,-0.11471712,0.445236256,Bream
-1.9,0.65,-0.127004922,0.393456136,Bream
-1.85,0.65,-0.138937401,0.389065083,Bream
-1.8,0.65,-0.150514557,0.38327419,Bream
-1.75,0.65,-0.161736391,0.325822583,Bream
-1.7,0.65,-0.172602902,0.309217667,Bream
-1.65,0.65,-0.183114091,0.306095002,Bream
-1.6,0.65,-0.193269956,0.299219657,Bream
-1.55,0.65,-0.2030705,0.289382668,Bream
-1.5,0.65,-0.21251572,0.274988538,Bream
-1.45,0.65,-0.221605618,0.259299235,Bream
-1.4,0.65,-0.230340194,0.245068283,Bream
-1.35,0.65,-0.238719447,0.242110407,Bream
-1.3,0.65,-0.246743377,0.223506483,Bream
-1.25,0.65,-0.254411984,0.213384299,Bream
-1.2,0.65,-0.261725269,0.242425144,Bream
-1.15,0.65,-0.268683231,0.215599264,Bream
-1.1,0.65,-0.275285871,0.200709585,Bream
-1.05,0.65,-0.281533188,0.200699796,Bream
-1,0.65,-0.287425182,0.183957713,Bream
-0.95,0.65,-0.292961854,0.196052227,Bream
-0.9,0.65,-0.298143203,0.176960604,Bream
-0.85,0.65,-0.30296923,0.195860009,Bream
-0.8,0.65,-0.307439934,0.186114606,Bream
-0.75,0.65,-0.311555315,0.190237728,Bream
-0.7,0.65,-0.315315374,0.185795658,Bream
-0.65,0.65,-0.31872011,0.17508491,Bream
-0.6,0.65,-0.321769523,0.185366714,Bream
-0.55,0.65,-0.324463614,0.180016149,Bream
-0.5,0.65,-0.326802382,0.186631659,Bream
-0.45,0.65,-0.328785828,0.17756518,Bream
-0.4,0.65,-0.33041395,0.176059131,Bream
-0.35,0.65,-0.331686751,0.180070022,Bream
